batter_mlb_player_id,batter_name_last_first,year,total_pa,total_hr,hr_last_year,hr_two_years_ago,hr_three_years_ago,batting_avg_last_year,batting_avg_two_years_ago,batting_avg_three_years_ago,slg_last_year,slg_two_years_ago,slg_three_years_ago,obp_last_year,obp_two_years_ago,obp_three_years_ago,max_ev_last_year,max_ev_two_years_ago,max_ev_three_years_ago,avg_ev_last_year,avg_ev_two_years_ago,avg_ev_three_years_ago,avg_la_last_year,avg_la_two_years_ago,avg_la_three_years_ago,strikeout_rate_last_year,strikeout_rate_two_years_ago,strikeout_rate_three_years_ago,walk_rate_last_year,walk_rate_two_years_ago,walk_rate_three_years_ago
670764,"Walls, Taylor",2024,251,1,8,8,1,0.17478510028653296,0.1511879049676026,0.18181818181818182,0.28939828080229224,0.2505399568034557,0.2556818181818182,0.3037249283667622,0.2678185745140389,0.3125,104.75051879882812,105.68045806884766,106.39466094970703,86.11044168022444,85.49720706939698,87.21639542439974,18.659010230651443,15.747799640945319,11.355443974403114,0.2636103151862464,0.2548596112311015,0.2784090909090909,0.12607449856733524,0.11231101511879049,0.13068181818181818
628451,"Ibanez, Andy",2024,244,5,11,1,7,0.24671916010498687,0.203125,0.25735294117647056,0.4041994750656168,0.2578125,0.40441176470588236,0.3123359580052493,0.2734375,0.31985294117647056,109.63604736328125,104.28317260742188,108.07005310058594,88.82472581232051,88.29989503354443,88.48986802471283,12.961831166668558,14.914899663885636,15.137203492139164,0.1784776902887139,0.1640625,0.12867647058823528,0.06299212598425197,0.0703125,0.05514705882352941
676801,"McCormick, Chas",2024,267,5,22,14,14,0.24070021881838075,0.21621621621621623,0.22741433021806853,0.4310722100656455,0.35872235872235875,0.3956386292834891,0.3522975929978118,0.3316953316953317,0.3177570093457944,109.43457794189453,109.94844818115234,108.15918731689453,87.07502570366776,86.90427638226606,90.30688272567994,14.321978238588489,12.063400332163287,18.625933693472874,0.25601750547045954,0.26044226044226043,0.32710280373831774,0.087527352297593,0.11302211302211303,0.0778816199376947
624431,"Trevino, Jose",2024,233,8,4,11,5,0.19642857142857142,0.23512747875354106,0.22591362126245848,0.2916666666666667,0.36827195467422097,0.3222591362126246,0.25595238095238093,0.28328611898017,0.26245847176079734,106.82087707519531,109.42052459716797,110.20291137695312,85.38470909174751,87.67655624322983,87.1094580719911,9.164907389046515,12.39378383636047,8.927725403269857,0.13095238095238096,0.17563739376770537,0.1893687707641196,0.047619047619047616,0.042492917847025496,0.036544850498338874
666185,"Carlson, Dylan",2024,265,3,5,8,18,0.18823529411764706,0.20944558521560575,0.233387358184765,0.28627450980392155,0.33675564681724846,0.3841166936790924,0.3176470588235294,0.3141683778234086,0.34035656401944897,109.1481704711914,109.18253326416016,108.98112487792969,89.07309420811647,85.62143024556777,87.7783231157245,14.440013777055492,12.174774524963954,14.525696251522561,0.19215686274509805,0.19301848049281314,0.24635332252836303,0.10196078431372549,0.09034907597535935,0.08914100486223663
607043,"Nimmo, Brandon",2024,661,23,24,16,8,0.23823529411764705,0.2362555720653789,0.24675324675324675,0.40588235294117647,0.37295690936106984,0.36883116883116884,0.36176470588235293,0.3655274888558692,0.4,111.97058868408203,111.9354248046875,111.47735595703125,91.58811161523383,88.53969977859758,88.57358578162464,12.021758088449682,5.9998810875735,8.366084848780458,0.21323529411764705,0.1723625557206538,0.2025974025974026,0.10735294117647058,0.10549777117384844,0.14025974025974025
669221,"Murphy, Sean",2024,261,10,21,18,17,0.21232876712328766,0.2200328407224959,0.19015659955257272,0.4041095890410959,0.3760262725779967,0.35570469798657717,0.365296803652968,0.33004926108374383,0.30648769574944074,114.67500305175781,113.97201538085938,112.8212661743164,91.49392587011987,88.70725593384373,89.21643488602282,13.12097792035385,11.468680508644209,15.394110993114284,0.2237442922374429,0.20361247947454844,0.25279642058165547,0.11187214611872145,0.08866995073891626,0.0894854586129754
668804,"Reynolds, Bryan",2024,689,24,24,27,24,0.23667711598746083,0.23355263157894737,0.2653061224489796,0.41379310344827586,0.41118421052631576,0.45839874411302983,0.3275862068965517,0.33881578947368424,0.3814756671899529,112.62039184570312,113.19377899169922,112.73334503173828,90.90934782828333,90.24271224805203,89.25161446273597,10.91508026883986,11.952734097635036,13.304774777163074,0.21630094043887146,0.23190789473684212,0.18681318681318682,0.07993730407523511,0.08223684210526316,0.10361067503924647
518792,"Heyward, Jason",2024,255,10,15,1,8,0.24128686327077747,0.18543046357615894,0.19658119658119658,0.42359249329758714,0.25165562913907286,0.3190883190883191,0.3378016085790885,0.2781456953642384,0.2792022792022792,112.6510238647461,111.0932846069336,115.28337097167969,87.72983766213441,87.5571073259626,88.23525993407719,15.364479849735895,13.085585870629265,7.53801876164618,0.17158176943699732,0.2119205298013245,0.1908831908831909,0.08847184986595175,0.0728476821192053,0.07407407407407407
545361,"Trout, Mike",2024,125,10,18,40,8,0.22562674094707522,0.2525458248472505,0.2765957446808511,0.4206128133704735,0.5621181262729125,0.5177304964539007,0.3649025069637883,0.35845213849287166,0.44680851063829785,114.32746887207031,114.36901092529297,115.50822448730469,91.86050079864205,91.52219036191602,91.9180500793457,19.287711482151476,24.63418049547186,12.85856629927953,0.28690807799442897,0.2830957230142566,0.2907801418439716,0.11977715877437325,0.09368635437881874,0.15602836879432624
642731,"Estrada, Thairo",2024,381,9,14,14,7,0.2533081285444234,0.23475046210720887,0.25190839694656486,0.389413988657845,0.36044362292051757,0.44274809160305345,0.31379962192816635,0.32162661737523107,0.3282442748091603,110.46317291259766,109.26499938964844,106.32102966308594,84.93385308837891,85.00934208948027,85.49870775183852,10.719643362896873,7.611729750907657,6.398987025934822,0.22684310018903592,0.1645101663585952,0.17557251908396945,0.03969754253308128,0.06099815157116451,0.061068702290076333
592450,"Judge, Aaron",2024,683,58,37,62,39,0.2182628062360802,0.26300148588410105,0.25039619651347067,0.5011135857461024,0.5809806835066865,0.47385103011093505,0.39420935412026725,0.4086181277860327,0.37083993660855785,116.94288635253906,118.35659790039062,119.03471374511719,97.64986574500176,95.77918451955236,95.82279746544543,20.382507222435713,14.770660314458766,11.568824777653829,0.289532293986637,0.2600297176820208,0.25039619651347067,0.1759465478841871,0.13670133729569092,0.11568938193343899
663656,"Tucker, Kyle",2024,333,23,29,30,30,0.24772036474164133,0.23255813953488372,0.26607142857142857,0.4513677811550152,0.4318936877076412,0.5035714285714286,0.3601823708206687,0.32558139534883723,0.3535714285714286,110.08361053466797,111.32496643066406,111.1006088256836,90.1438473266217,89.76418558332655,91.21055751175325,14.736137897812565,18.866866641070487,17.35572118550592,0.1398176291793313,0.15780730897009967,0.16071428571428573,0.10790273556231003,0.09136212624584718,0.08571428571428572
621566,"Olson, Matt",2024,679,29,54,34,39,0.2419127988748242,0.21356421356421357,0.2314674735249622,0.5161744022503516,0.42424242424242425,0.46142208774583965,0.38255977496483823,0.3189033189033189,0.3600605143721634,118.6182861328125,116.77542877197266,115.2627944946289,93.71402115864797,92.77029972883534,91.51051488756876,16.07983464207752,15.938788086856261,15.947070941027278,0.23347398030942335,0.2453102453102453,0.17095310136157338,0.1350210970464135,0.09956709956709957,0.11497730711043873
664034,"France, Ty",2024,535,13,12,20,18,0.22105263157894736,0.24794745484400657,0.25577812018489987,0.3233082706766917,0.39408866995073893,0.3913713405238829,0.3368421052631579,0.33497536945812806,0.3667180277349769,112.71553039550781,110.40548706054688,111.08648681640625,87.48326626515338,87.54221352999758,88.48201420234437,13.655443828306726,9.996592565263299,10.993055990809182,0.17593984962406015,0.15435139573070608,0.1633281972265023,0.06466165413533835,0.052545155993431854,0.06933744221879815
662139,"Varsho, Daulton",2024,512,18,20,27,11,0.20069204152249134,0.21150592216582065,0.22435897435897437,0.3546712802768166,0.3976311336717428,0.3974358974358974,0.2820069204152249,0.3011844331641286,0.3108974358974359,112.45655822753906,110.28732299804688,110.8731689453125,85.67022465788945,86.05861334456611,85.99744610392719,18.914578815064804,13.814540671088647,17.072040275559512,0.23356401384083045,0.24534686971235195,0.21474358974358973,0.07439446366782007,0.077834179357022,0.08653846153846154
608336,"Gallo, Joey",2024,259,10,21,19,38,0.1510574018126888,0.13658536585365855,0.16202945990180032,0.37462235649546827,0.3048780487804878,0.37315875613747956,0.2990936555891239,0.2804878048780488,0.3453355155482815,112.60101318359375,113.03836822509766,115.12799072265625,92.69258420126779,89.05555483635436,89.7049010973907,26.457554822734423,23.188964833287482,20.662310504823974,0.42900302114803623,0.3975609756097561,0.3486088379705401,0.1419939577039275,0.13658536585365855,0.1734860883797054
