release_speed,spin_rate,horizontal_break,induced_vertical_break,pitch_type,pitch_type_category
89.0468978881836,2357.449951171875,2.186868667602539,7.393766403198242,Cutter,Fastball
86.27179718017578,2252.820068359375,2.034525156021118,6.283265590667725,Cutter,Fastball
87.15827941894531,1303.2252197265625,-7.863043785095215,-1.2561661005020142,Splitter,Offspeed
91.36070251464844,1670.8699951171875,-1.6983799934387207,3.309885263442993,Splitter,Offspeed
89.85250091552734,1196.0699462890625,-8.255584716796875,3.053164005279541,Splitter,Offspeed
97.22139739990234,1975.6400146484375,-4.0460968017578125,13.471868515014648,Fastball,Fastball
97.48889923095703,2226.10009765625,-2.899076461791992,13.398881912231445,Fastball,Fastball
98.80239868164062,2090.570068359375,-7.53387451171875,11.06389331817627,Fastball,Fastball
94.8687973022461,2271.14990234375,-6.117742538452148,19.2136173248291,Fastball,Fastball
84.85489654541016,1421.050048828125,-0.6183590888977051,0.8668941259384155,Splitter,Offspeed
94.0927963256836,2385.139892578125,-7.610320091247559,15.728469848632812,Fastball,Fastball
99.82949829101562,2250.010009765625,-0.07202822715044022,16.43750762939453,Fastball,Fastball
90.13300323486328,1180.7900390625,-11.650729179382324,4.058765411376953,Splitter,Offspeed
82.0115966796875,2351.56005859375,2.3307459354400635,-3.602174758911133,Slider,Breaking Ball
94.55464172363281,2195.3173828125,-9.10361385345459,15.52464485168457,Fastball,Fastball
84.96839904785156,2396.260009765625,5.691758155822754,-2.5473175048828125,Slider,Breaking Ball
96.78009796142578,2405.530029296875,-0.007828810252249241,11.576833724975586,Fastball,Fastball
92.84368896484375,2130.15087890625,-9.581764221191406,19.409793853759766,Fastball,Fastball
87.7146987915039,2373.139892578125,3.560844898223877,6.835555076599121,Cutter,Fastball
100.96099853515625,2385.159912109375,-1.4252018928527832,13.152337074279785,Fastball,Fastball
83.41413116455078,1278.06982421875,-2.0649428367614746,8.379046440124512,Splitter,Offspeed
89.13529968261719,1424.3399658203125,-4.203564643859863,0.8639053106307983,Splitter,Offspeed
91.7780990600586,2161.89990234375,-1.8074071407318115,19.145263671875,Fastball,Fastball
87.0475845336914,1558.28076171875,-7.288365364074707,1.2516305446624756,Splitter,Offspeed
97.44784545898438,2133.229248046875,-3.4669623374938965,14.926326751708984,Fastball,Fastball
100.9739990234375,2384.679931640625,-6.16512393951416,15.000558853149414,Fastball,Fastball
98.07626342773438,2369.154541015625,-6.500229835510254,16.2249755859375,Fastball,Fastball
94.53970336914062,1603.9200439453125,4.439775466918945,4.269708633422852,Cutter,Fastball
96.6552963256836,2041.6700439453125,-7.065097808837891,11.688612937927246,Fastball,Fastball
96.97274780273438,2281.5830078125,-3.8799355030059814,16.424558639526367,Fastball,Fastball
90.32710266113281,1318.0699462890625,-11.254155158996582,2.4962198734283447,Splitter,Offspeed
91.67759704589844,2162.9599609375,-13.580551147460938,3.6504201889038086,Sinker,Fastball
93.7686996459961,2184.080078125,-5.6433305740356445,16.515613555908203,Fastball,Fastball
94.252197265625,2097.260009765625,-5.845741271972656,14.49261474609375,Fastball,Fastball
90.7344970703125,1154.1500244140625,-5.8455939292907715,-1.0457677841186523,Splitter,Offspeed
95.86150360107422,2244.800048828125,-3.4863810539245605,14.004659652709961,Fastball,Fastball
92.39820098876953,2447.159912109375,4.300161361694336,1.5115113258361816,Cutter,Fastball
97.88990020751953,2209.35009765625,-4.793037414550781,14.60409164428711,Fastball,Fastball
96.87003326416016,2212.9912109375,-8.078880310058594,15.913360595703125,Fastball,Fastball
99.7157974243164,2361.179931640625,-3.9734277725219727,14.802671432495117,Fastball,Fastball
87.56610107421875,2344.56005859375,6.002520561218262,-2.0717248916625977,Slider,Breaking Ball
98.80819702148438,2005.3900146484375,-17.083995819091797,4.612633228302002,Sinker,Fastball
98.7531967163086,2308.7900390625,-5.890635967254639,15.753049850463867,Fastball,Fastball
91.48660278320312,1582.31005859375,-3.7130634784698486,1.6178723573684692,Splitter,Offspeed
87.13273620605469,1300.541259765625,-3.8960118293762207,6.552690505981445,Splitter,Offspeed
97.10350036621094,2315.580078125,-7.640410423278809,15.006044387817383,Fastball,Fastball
87.16480255126953,1448.050048828125,-0.7361953258514404,3.1000614166259766,Splitter,Offspeed
97.66510009765625,1779.800048828125,-18.027034759521484,8.238494873046875,Sinker,Fastball
93.30979919433594,2244.989990234375,-2.9908063411712646,14.82302474975586,Fastball,Fastball
85.57360076904297,963.3489990234375,-2.6601126194000244,4.462941646575928,Splitter,Offspeed
88.39800262451172,1195.8299560546875,-4.364892482757568,-0.4982774257659912,Splitter,Offspeed
95.68620300292969,1959.800048828125,-5.092116832733154,11.820966720581055,Fastball,Fastball
88.3125,2317.669921875,3.0596513748168945,5.057528495788574,Cutter,Fastball
87.40799713134766,852.6409912109375,-4.950814247131348,-0.339255154132843,Splitter,Offspeed
93.42410278320312,2070.139892578125,-7.7216620445251465,15.390010833740234,Fastball,Fastball
96.3917007446289,2228.669921875,-2.962280511856079,16.081768035888672,Fastball,Fastball
93.80809783935547,2253.989990234375,-3.324626922607422,16.581626892089844,Fastball,Fastball
99.2052001953125,2345.570068359375,-6.283626556396484,11.874732971191406,Fastball,Fastball
97.80120086669922,2310.60009765625,-0.7969354391098022,12.754396438598633,Fastball,Fastball
91.71790313720703,1354.0699462890625,-10.363272666931152,5.611325740814209,Splitter,Offspeed
96.63848114013672,2078.844970703125,-6.567521095275879,15.238203048706055,Fastball,Fastball
96.72200012207031,1829.800048828125,-16.45475196838379,10.45584487915039,Sinker,Fastball
